;date;year;month;week;day_of_week;dayofyear;jackpot_size;media_cost;media_cost_adstock;media_cost_saturation_mu0.01;media_cost_saturation_mu0.02;media_cost_saturation_mu0.03;media_cost_saturation_beta_hill;beta;media_effect;effect_ratio;effect_ratio_smooth;trend;cs;cc;seasonality;intercept;trend_plus_intercept;epsilon;sales
23;2020-01-24;2020;1;4;5;24;4;10.982106564079803;14.492191;0.108265445;0.1439158;0.21402219;0.012548506;0.9814305622084967;0.14124336670345483;0.009746170446991876;0.009777397682287475;1.2095774758447737;-0.7346506150952967;0.916091051873154;0.05443213103335718;3.0;4.209577475844774;-0.08189847397834442;83.2335449960324
24;2020-01-25;2020;1;4;6;25;4;9.319585031886978;16.536774;0.123393744;0.16387664;0.24308625;0.027287424;0.9806375404220427;0.16070358304093696;0.009717952614865407;0.009769282159452884;1.2119131831608407;-0.7575377095612393;0.9090630905265961;0.04545761428960702;3.0;4.21191318316084;0.006164179798250365;84.24238560289635
25;2020-01-26;2020;1;4;7;26;4;7.190825927726135;15.41867;0.11512729;0.15297635;0.22724266;0.01809764;0.9798456926130384;0.14989321663555866;0.009721540155277236;0.009761444566767275;1.214243968007692;-0.7795294259827723;0.9017664906490218;0.03667111939987485;3.0;4.2142439680076915;-0.05846630898220851;83.42341995060917
26;2020-01-27;2020;1;5;1;27;4;8.45246028327212;16.16149;0.120621;0.16022234;0.23778246;0.023860097;0.9790550162552734;0.15686648241322054;0.009706189676537415;0.00975387071355636;1.2165698562387077;-0.8005997710663679;0.8942034084690725;0.028081091220811382;3.0;4.216569856238708;0.027970626897876723;84.29488056770616
27;2020-01-28;2020;1;5;2;28;4;12.028561578176706;20.083338;0.14949615;0.1981761;0.29245618;0.08257669;0.9782655088296668;0.1938688441360076;0.009653218315745287;0.009746533963687853;1.2188908734906954;-0.8207238405410735;0.8863760789639547;0.019695671526864345;3.0;4.218890873490695;-0.0462534092832183;83.86201979870349
28;2020-01-29;2020;1;5;3;29;1;0.05997311471735001;10.100149;0.07560656;0.10065945;0.15035366;0.0014541745;0.9774771678242433;0.0983923164259197;0.00974166964460059;0.009739395222027936;1.2212070451863757;-0.8398778485943222;0.8782868151989792;0.011522689981397093;3.0;4.221207045186375;0.018805386449985355;53.49927438043677
29;2020-01-30;2020;1;5;4;30;1;2.7264997617542726;7.7421875;0.058001235;0.07726754;0.11561353;0.00029534101;0.9766899907341076;0.07546643535022773;0.00974743060023123;0.009732405156977554;1.2235183965368317;-0.8580391559857742;0.8699380076440238;0.0035696554974748995;3.0;4.223518396536832;-0.0038845872786398843;52.98669900105894
30;2020-01-31;2020;1;5;5;31;1;0.24784687379781156;4.1140685;0.030845711;0.0411175;0.061632823;6.67572e-06;0.9759039750614198;0.04012673219599962;0.009753540106715745;0.009725507495307442;1.2258249525439266;-0.8751862968059559;0.8613321234671221;-0.004156252001650163;3.0;4.225824952543927;-0.0311445642810511;52.30650868457225
31;2020-02-01;2020;2;5;6;32;1;3.73334811087183;5.7474837;0.043079462;0.05741163;0.085999295;4.941225e-05;0.9751191183153712;0.05598317774056901;0.009740467371012366;0.009718642152470048;1.2281267380026817;-0.8912990038480726;0.8524717058053864;-0.011648189412805843;3.0;4.228126738002682;-0.02119714253325912;52.51264583797187
32;2020-02-02;2020;2;5;7;33;1;0.2381648371194982;3.075502;0.023062171;0.03074533;0.046099816;1.1324883e-06;0.9743354180121598;0.029956263309862143;0.009740284383116676;0.009711749147159663;1.2304237775036215;-0.9063582325630019;0.8433593730134832;-0.0188996578648556;3.0;4.2304237775036215;-0.04707954312820719;51.94400839820421
33;2020-02-03;2020;2;6;1;34;1;2.456031312608928;3.9656932;0.029733928;0.03963617;0.05941534;5.364418e-06;0.9735528716749652;0.038587905790888985;0.009730431352192754;0.009704772003599562;1.2327160954350873;-0.9203461835691594;0.8339978178898779;-0.02590450970378445;3.0;4.232716095435087;0.019075149310660126;52.644746408328515
34;2020-02-04;2020;2;6;2;35;1;0.034823642993755954;1.9846529;0.014883792;0.019843936;0.02976101;5.9604645e-08;0.9727714768339252;0.019303614896321975;0.009726443914424936;0.00969766160603387;1.235003715985516;-0.9332463236906265;0.8243898068810832;-0.032656955042863;3.0;4.235003715985516;-0.007794270999210104;52.13856104839765
35;2020-02-05;2020;2;6;3;36;2;4.675343678388841;5.620683;0.042130165;0.05614772;0.08411106;4.3272972e-05;0.9719912310261112;0.054575092128230474;0.009709690130585988;0.009690378987261477;1.2372866631456838;-0.9450434054986765;0.8145381792641417;-0.03915156787036043;3.0;4.237286663145683;0.021525503796537514;62.74235691200091
36;2020-02-06;2020;2;6;4;37;2;6.69617396670033;9.506281;0.07117655;0.094777495;0.14163554;0.001011312;0.9712121317955039;0.0920490526436782;0.009682972091945845;0.009682898124178512;1.2395649607109238;-0.9557234853335996;0.8044458463075879;-0.04538329170780353;3.0;4.239564960710924;-0.07673271975736336;62.09498001889435
37;2020-02-07;2020;2;6;5;38;2;5.309254834830576;10.0517435;0.07524558;0.10018026;0.1496439;0.0014128685;0.9704341766929699;0.09721834894631685;0.0096717896626479;0.009675205231315752;1.2418386322833044;-0.9652739397855301;0.7941157904111344;-0.0513474448123187;3.0;4.241838632283304;-0.00236798334405222;62.85341553073251
38;2020-02-08;2020;2;6;6;39;2;0.46015203284900363;5.485056;0.04111472;0.0547956;0.082090676;3.7372112e-05;0.9696573632762373;0.05313295747464136;0.009686857931086743;0.009667300367282985;1.2441077012737858;-0.9736834806147904;0.783551064224339;-0.05703972491713542;3.0;4.244107701273785;-0.010200769623157935;62.30000164208133
39;2020-02-09;2020;2;6;7;40;2;0.5522085883218865;3.280153;0.024596192;0.032789778;0.04916261;1.66893e-06;0.9688816891098723;0.03176941545964055;0.00968534550364863;0.009659198625287196;1.2463721909043373;-0.9809421680941205;0.7727547897445117;-0.062456213504882625;3.0;4.246372190904337;-0.0479402930868959;61.67745099772199
40;2020-02-10;2020;2;7;1;41;2;7.381398339408523;9.020545;0.067551054;0.089961566;0.13448843;0.00073850155;0.9681071517652547;0.08709243545859312;0.009654897281994685;0.009650926387024621;1.248632124210031;-0.9870414227570223;0.7617301573941295;-0.06759337960886784;3.0;4.248632124210031;0.0019180007581912203;62.700491808179486
41;2020-02-11;2020;2;7;2;42;2;5.676423461683123;10.177101;0.07618036;0.10142108;0.15148161;0.0015218258;0.9673337488205561;0.09810803403821634;0.00964007655366281;0.009642519701786595;1.2508875240411035;-0.9919740355383321;0.750480425078029;-0.07244808313809091;3.0;4.2508875240411035;0.01484168187058253;62.91389156811812
42;2020-02-12;2020;2;7;3;43;3;0.3801201564116792;5.468535;0.040991016;0.054630898;0.081844546;3.671646e-05;0.9665614778607142;0.052804121448976;0.00965599049217659;0.009634022965188272;1.2531384130649883;-0.9957341762950345;0.7390089172206591;-0.07701757772231262;3.0;4.253138413064988;-0.0045705137679944215;72.24354443023658
43;2020-02-13;2020;2;7;4;44;3;6.183657476524247;8.899663;0.06664852;0.088762425;0.13270757;0.0006811619;0.9657903364774109;0.08572589219741975;0.009632487485422602;0.009625486888918308;1.2553848137683215;-0.9983174006972503;0.7273190237836755;-0.08129951307407242;3.0;4.2553848137683215;0.008458983448163449;72.68270176339833
44;2020-02-14;2020;2;7;5;45;3;9.63035188894537;14.054026;0.105016544;0.1396222;0.20774202;0.010459423;0.9650203222690482;0.13473825711555132;0.009587164594033401;0.009616961947445603;1.2576267484589176;-0.9997206554812483;0.7154141992641677;-0.08529193686512418;3.0;4.257626748458918;-0.021134072818317452;72.85938995891028
45;2020-02-15;2020;2;7;6;46;3;0.4330097768019546;7.439283;0.0557368;0.07425588;0.11112836;0.00023251772;0.9642514328407258;0.07160134224849976;0.009624764008497863;0.009608497388565871;1.2598642392677215;-0.9999422820582765;0.7032979616738166;-0.08899329611533796;3.0;4.2598642392677215;0.03924900229125798;72.81721287692142
46;2020-02-16;2020;2;7;7;47;3;11.260386606582365;14.978231;0.11186657;0.14867215;0.22096789;0.015253127;0.9634836658042172;0.14324318672197292;0.009563424586600826;0.009600138187722061;1.262097308150727;-0.9989820184749449;0.6909738914992809;-0.09240243809269921;3.0;4.262097308150727;-0.04627305633797655;72.66665000442025
47;2020-02-17;2020;2;8;1;48;3;6.237609590771895;13.724568;0.10257227;0.13639039;0.20300862;0.009084523;0.962717018777947;0.131305347736815;0.009567175026974963;0.009591922298899831;1.2643259768908774;-0.9968409997228433;0.6784456306441233;-0.095518610723616;3.0;4.264325976890877;0.0011904936918802275;73.01303207595956
48;2020-02-18;2020;2;8;2;49;3;0.03432003794739491;6.8677707;0.05146279;0.06856994;0.10265369;0.00014394522;0.9619514893869683;0.06596095909310926;0.009604420742166988;0.009583878263665904;1.2665502670999316;-0.9935217563970288;0.6657168813525852;-0.09834146251333306;3.0;4.266550267099932;0.01888753326892085;72.53057296948629
49;2020-02-19;2020;2;8;3;50;4;14.568273515279763;17.979988;0.1340384;0.1778871;0.26334548;0.044292867;0.9611870752629392;0.17098277849347876;0.009509615777283166;0.009576023685790663;1.2687702002203105;-0.9890282117049672;0.6527914051155326;-0.1008710419768304;3.0;4.2687702002203105;0.020233579256106603;83.59115515993065
50;2020-02-20;2020;2;8;4;51;4;0.8578704191207098;9.846379;0.07371389;0.098146826;0.14663102;0.0012484789;0.9604237740441008;0.0942625450650528;0.009573320545924371;0.00956836381128014;1.2709857975269152;-0.9833656768294662;0.6396730215588913;-0.10310779658117247;3.0;4.270985797526915;0.018791028708492998;82.8093157471929
51;2020-02-21;2020;2;8;5;52;4;0.6124995494687764;5.511534;0.041312974;0.055059604;0.082485184;3.8444996e-05;0.959661583375254;0.0528385870874192;0.00958691083746026;0.00956089007694993;1.2731970801289223;-0.9765408446510766;0.6263656073149048;-0.10505257120085155;3.0;4.273197080128922;0.015162305940038426;82.36145401955528
52;2020-02-22;2020;2;8;6;53;4;6.827573824856365;9.545721;0.07147086;0.09516832;0.14221524;0.0010367036;0.958900500907737;0.09125695194775445;0.009559985194494759;0.00955358418373989;1.2754040689715516;-0.968561781837388;0.6128730948765446;-0.106706606088253;3.0;4.275404068971552;-0.008595575870832782;82.51358838960222
53;2020-02-23;2020;2;8;7;54;4;14.933652348833014;19.70482;0.14671957;0.19453688;0.28725544;0.07432991;0.9581405242994036;0.18639366787175587;0.009459292796617398;0.009546415901256667;1.2776067848378152;-0.9594379193085619;0.5991994714354139;-0.10807153436194442;3.0;4.277606784837815;0.018893804450245515;83.74822722797872
54;2020-02-24;2020;2;9;1;55;4;6.808038609379267;16.616465;0.12398229;0.16465203;0.24421068;0.028063536;0.9573816512145995;0.15763483679978552;0.00948666521148766;0.009539347853746504;1.279805248350237;-0.9491800410903773;0.585348777703486;-0.10914937901606739;3.0;4.279805248350237;0.002279428948073427;83.30570135082027
55;2020-02-25;2020;2;9;2;56;4;1.1097741002130448;9.393641;0.070336;0.093661085;0.13997944;0.0009416342;0.9566238793241413;0.0895984302554908;0.009538199911490033;0.009532335647883892;1.2819994799725527;-0.9378002715679613;0.5713251067190296;-0.10994254945467952;3.0;4.281999479972553;-0.02225235554774658;82.39403005225618
56;2020-02-26;2020;2;9;3;57;1;0.01387242313257031;4.710559;0.035314497;0.04707077;0.070541024;1.50203705e-05;0.9558672063052936;0.044993406810056834;0.009551606900232226;0.009525334554291214;1.2841895000113874;-0.9253120611552696;0.5571326026370674;-0.11045383755546066;3.0;4.284189500011387;-0.009426522159793633;52.0930254710619
57;2020-02-27;2020;2;9;4;58;1;0.3720371128309536;2.6704092;0.020025393;0.026697744;0.040034715;5.364418e-07;0.9551116298417474;0.02549932548317348;0.009548845719442051;0.00951829962872374;1.2863753286179072;-0.9117301703972576;0.5427754595047318;-0.11068641326775772;3.0;4.286375328617908;-0.002800905111341648;51.983873357219814
58;2020-02-28;2020;2;9;5;59;1;3.829816978949272;5.1616707;0.038693193;0.051570904;0.077270724;2.5987625e-05;0.9543571476235972;0.04921706037403724;0.009535102756329067;0.009511191202526003;1.2885569857894525;-0.8970706525235309;0.528257920021876;-0.11064381975049647;3.0;4.2885569857894525;-0.03531601133495806;51.918142150780355
59;2020-02-29;2020;2;9;6;60;1;3.6926399692743574;6.2710834;0.046998467;0.06262873;0.093789786;8.33869e-05;0.9536037573473204;0.059722993324944657;0.009523552781004503;0.009503978322055521;1.2907344913711474;-0.8813508344740955;0.5135842742873076;-0.11032996805603636;3.0;4.290734491371147;0.052039030981600454;52.92166547621655
60;2020-03-01;2020;3;9;7;61;1;0.21550966452703624;3.324381;0.024927685;0.033231575;0.04982444;1.847744e-06;0.9528514567157543;0.031664754687737516;0.009525007395636323;0.009496641191476179;1.292907865057488;-0.8645892964196353;0.498758858531015;-0.10974913136658611;3.0;4.292907865057488;0.004704047525688703;52.19527535904328
61;2020-03-02;2020;3;10;1;62;1;3.9198153962175994;5.5236716;0.041403852;0.05518061;0.08266601;3.8981438e-05;0.9521002434380752;0.05253747147735184;0.009511331415886663;0.009489171006628504;1.2950771263939105;-0.8468058498005255;0.4837860538327631;-0.10890593879032874;3.0;4.2950771263939105;-0.04232983878390505;51.96378820297028
62;2020-03-03;2020;3;10;2;63;1;1.8196571713117082;4.554899;0.034148466;0.045517534;0.06821738;1.2278557e-05;0.9513501152297762;0.043303111232583694;0.00950693070954053;0.009481575951672289;1.2972422947783389;-0.8280215139105327;0.4686702848274324;-0.10780536872493009;3.0;4.297242294778339;-0.0625373519188206;51.702026853671725
63;2020-03-04;2020;3;10;3;64;2;3.670221333772416;5.943336;0.04454552;0.059363466;0.0889146;6.0498714e-05;0.950601069812646;0.05643097405560909;0.00949483151564337;0.009473875923333867;1.2994033894627082;-0.8082584910528855;0.4534160183974906;-0.10645274179661846;3.0;4.299403389462708;-0.01152252205369213;62.37859099668007
64;2020-03-05;2020;3;10;4;65;2;4.015493297351661;6.9871063;0.05235537;0.06975757;0.10442454;0.00015956163;0.9498531049147472;0.0662594475965546;0.009483102808403894;0.009466104409060072;1.3015604295544758;-0.7875401402980757;0.4380277623529765;-0.10485371338352976;3.0;4.301560429554476;-0.0023966237182844797;62.60569540049217
65;2020-03-06;2020;3;10;5;66;2;7.396521655723849;10.888621;0.08148359;0.108457915;0.16189231;0.0022809505;0.9491062182703952;0.10293808200736855;0.009453729621516643;0.009458304304212926;1.3037134340181038;-0.7658909498744092;0.42251006409939096;-0.10301426573250547;3.0;4.303713434018103;0.009177862040504962;63.12815112333472
66;2020-03-07;2020;3;10;6;67;2;7.8505872218410735;13.279938;0.09927148;0.13202415;0.19660544;0.0074678063;0.9483604076201365;0.12520648056672126;0.009428243036904663;0.009450526539319694;1.3058624216765278;-0.7433365082239402;0.40686750929388726;-0.10094069967901587;3.0;4.305862421676528;0.0046368733842516415;63.34765075948485
67;2020-03-08;2020;3;10;7;68;2;7.257577170570736;13.883122;0.103748746;0.13794608;0.20528783;0.009726405;0.9476156707107277;0.13071987104588514;0.009415739980089318;0.009442825007223309;1.308007411212607;-0.7199034737579958;0.391104720490156;-0.09863962598035193;3.0;4.308007411212607;-0.007639719552444512;63.324479367256956
68;2020-03-09;2020;3;11;1;69;2;0.014476519902087093;6.955196;0.052116703;0.06944004;0.10395108;0.0001552701;0.9468720052951151;0.06575082709341434;0.009453483122984123;0.009435253434674627;1.3101484211705499;-0.6956195433480458;0.37522635577240865;-0.09611795627269114;3.0;4.31014842117055;-0.014551362733749558;62.652299292575236
69;2020-03-10;2020;3;11;2;70;2;5.412083713180405;8.87437;0.06645966;0.088511445;0.1323348;0.0006695986;0.9461294091324121;0.08374328080757167;0.009436532889816976;0.00942786099101439;1.3122854699573283;-0.670513419589151;0.3592371073788595;-0.09338289366308745;3.0;4.312285469957328;-0.011771307941367479;62.908745491604456
70;2020-03-11;2020;3;11;3;71;3;11.8268018925561;16.25688;0.12132598;0.1611516;0.23913196;0.024696529;0.9453878799878794;0.15235077218849657;0.00937146451236037;0.009420688450640615;1.3144185758440683;-0.6446147768746913;0.34314170031511604;-0.09044192296787257;3.0;4.314418575844068;0.0313522709566903;74.07679696021383
71;2020-03-12;2020;3;11;4;72;3;5.646808906205503;13.760912;0.10284196;0.13674705;0.20353125;0.009228468;0.9446474156329042;0.12917774483219993;0.009387295361026279;0.009413765384112559;1.316547756967426;-0.6179542263224685;0.32694489095788626;-0.08730280060937469;3.0;4.3165477569674255;0.018631582856027295;73.77054284046278
72;2020-03-13;2020;3;11;5;73;3;7.712008706543064;14.576778;0.10889233;0.14474401;0.21523257;0.012988687;0.9439080138449788;0.13662502984304234;0.009372786358049596;0.009407108361680584;1.3186730313309436;-0.590563279593639;0.3106514656494147;-0.08397354418326727;3.0;4.318673031330944;0.030878889043999175;74.02203406034717
73;2020-03-14;2020;3;11;6;74;3;8.4492476399542;15.708744;0.11727349;0.15580796;0.23136498;0.020195782;0.9431696724076801;0.14695333981236192;0.009354875179918712;0.0094007198642841;1.3207944168063892;-0.5624743116472395;0.2942662392830627;-0.08046242170925302;3.0;4.32079441680639;-0.016572350010090577;73.70712984899409
74;2020-03-15;2020;3;11;7;75;3;10.2513010898114;18.075008;0.1347382;0.17880706;0.26467144;0.04565108;0.9424323891106494;0.16851356935495754;0.009323014722716695;0.00939458636669237;1.3229119311350805;-0.5337205224743365;0.2777940538804543;-0.07677794057816467;3.0;4.3229119311350805;-0.004182585332468473;74.10464974579405
75;2020-03-16;2020;3;12;1;76;3;0.07609165164403708;9.085246;0.06803408;0.09060332;0.13544126;0.00077080727;0.9416961617495712;0.08532080037205894;0.009391138067509503;0.009388679973164588;1.3250255919291885;-0.5043358978570156;0.26123977716060154;-0.07292883620892422;3.0;4.3250255919291885;-0.005497586576070186;73.31919969516252
76;2020-03-17;2020;3;12;2;77;3;0.7950362739669735;5.3376026;0.040010635;0.053325377;0.07989338;3.170967e-05;0.9409609881261535;0.05017709981491696;0.009400681060548779;0.00938296563283736;1.3271354166730287;-0.47435516919860254;0.24460830110143886;-0.0689240604291491;3.0;4.327135416673029;0.06213683269930647;73.70525288758104
77;2020-03-18;2020;3;12;3;78;1;3.0566510520381627;5.7043114;0.04275625;0.056981314;0.08535645;4.720688e-05;0.9402268660481066;0.05357536226076245;0.009392082370283172;0.009377394982104586;1.3292414227243325;-0.44381377247259135;0.22790454049418826;-0.06477276959352092;3.0;4.3292414227243325;-0.06276533045208674;52.55278684939487
78;2020-03-19;2020;3;12;4;79;1;2.708656598929757;5.514614;0.041336045;0.05509029;0.08253107;3.8564205e-05;0.9394937933291236;0.051756985117086894;0.00938542282914261;0.009371914681281613;1.3313436273155048;-0.4127478063387957;0.21113343149098085;-0.060484312454344456;3.0;4.331343627315505;0.023094492647958362;53.457107926262054
79;2020-03-20;2020;3;12;5;80;1;0.08006632410487013;2.8153155;0.021111732;0.028145716;0.042204645;7.1525574e-07;0.93876176778886;0.026422121726979747;0.00938513707176019;0.009366469357305483;1.3334420475548638;-0.3811939894762386;0.19429993014616914;-0.05606821779902084;3.0;4.333442047554864;0.01048030341192386;53.142762548947466
80;2020-03-21;2020;3;12;6;81;1;3.416810462596268;4.7943435;0.035942104;0.047906715;0.07179143;1.66893e-05;0.938030787252913;0.04493797398281482;0.009373123609039451;0.00936100404057311;1.335536700427867;-0.3491896171831992;0.1774090109517549;-0.05153418186943328;3.0;4.335536700427867;0.0025034151204526615;53.314439076617006
81;2020-03-22;2020;3;12;7;82;1;2.18535757909395;4.549524;0.03410818;0.045463882;0.06813713;1.2218952e-05;0.9373008495528021;0.04261333558500798;0.009366548494621674;0.009355466890200108;1.3376276027983214;-0.31677251729572387;0.1604656653673708;-0.04689205557850592;3.0;4.337627602798321;-0.016502857774497316;53.168460250303255
82;2020-03-23;2020;3;13;1;83;1;0.3046660996049284;2.5393836;0.01904308;0.02538838;0.03807233;3.5762787e-07;0.9365719525259492;0.023778045108153022;0.009363707256200473;0.009349814232476838;1.3397147714095774;-0.2839810054766974;0.14347490034524638;-0.04215183153943531;3.0;4.339714771409577;-0.0017625106353643394;53.1957847434293
